genres,id,overview,title
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",14412,midst searing florida heat wave woman convinces lover smalltown lawyer murder rich husband ,Body Heat
"[{'id': 35, 'name': 'Comedy'}]",9377,charismatic teen ferris bueller plays hooky chicago girlfriend best friend ,Ferris Bueller's Day Off
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11541,australian journalist guy hamilton travels indonesia cover civil strife 1965 eve attempted coup befriends chinese australian photographer deep connection vast knowledge indonesian people also falls love british national ,The Year of Living Dangerously
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2457,filmed german occupation french milestone centers around theatrical life beautiful courtesan four men love voted best french film history french film academy 1990 ,Children of Paradise
"[{'id': 37, 'name': 'Western'}]",11901,gunfighting stranger comes small settlement lago gunning three gunmen tried kill townsfolk decide hire stranger hold three outlaws way ,High Plains Drifter
"[{'id': 37, 'name': 'Western'}]",4929,marshall jed cooper survives hanging vowing revenge lynch mob left dangling carry oath vengeance returns former job lawman long hes caught nine men hit list starts dispensing brand wild west justice ,Hang 'em High
"[{'id': 35, 'name': 'Comedy'}]",85325,interlaced stories several characters small town united use cb citizens band radio ,Citizen's Band
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",11230,jackie chan stars wong feihung whose mischievous antics land hot water tolerated enough sons mishaps feihungs dad enlists sadistic uncle specializes drunkenstyle kung fu teach lad discipline hong kong martialarts comedy helped establish slapstick fighting style would become chans trademark ,Drunken Master
"[{'id': 18, 'name': 'Drama'}]",8416,weakwilled italian man becomes fascist flunky goes abroad arrange assassination old teacher political dissident ,The Conformist
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",11054,ample teen tracy turnblad wants nothing hip local tv dance program corny collins show  dream comes true lively moves bubbly personality meet unexpected popularity witnessing firsthand terrible state race relations 1960s baltimore turnblad becomes outspoken advocate desegregation ,Hairspray
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",851,returning home shopping trip nearby town bored suburban housewife laura jesson thrown happenstance acquaintance virtuous doctor alec harvey casual friendship soon develops weekly visits something emotionally fulfilling either expected must wrestle potential havoc deepening relationship would lives lives love ,Brief Encounter
"[{'id': 18, 'name': 'Drama'}]",24453,everything wanted nothing learned nothing wanted everything saved world shattered path enlightenment sharp narrow razors edge ,The Razor's Edge
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",18254,radical american journalist becomes involved communist revolution russia hopes bring spirit idealism united states ,Reds
"[{'id': 99, 'name': 'Documentary'}]",56235,story us fighter pilots shot north vietnam became pows 8 half years ,Return with Honor
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",20123,luminous tale set former yugoslavia perhan engaging young romany telekinetic powers seduced quickcash world petty crime threatens destroy loves ,Time of the Gypsies
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16642,1910 chicago steel worker accidentally kills supervisor flees texas panhandle girlfriend little sister work harvesting wheat fields stoic farmer love triangle swarm locusts hellish firemalick captures dreamlike authenticity creating timeless american idyll gritty evocation turnofthecentury labor ,Days of Heaven
"[{'id': 18, 'name': 'Drama'}]",2593,alain leroy recovering alcoholic decides end life first decides visit friends paris one last time attempt finding reason continue living ,The Fire Within
[],42020,gypsy village fathers candela josé promise children years later unfaithful josé marries candela defending lover lucía brawl stabbed death carmelo secretly loves candela since boy arrested helping josé unfairly sent prison four years later released declares love candela however woman cursed bewitched love every night goes place josé died dance ghost ,El Amor Brujo
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3086,returning year amazon studying snakes rich unsophisticated charles pike meets conartist jean harrington ship fall love misunderstanding causes split bad terms get back jean disguises english lady comes back tease torment ,The Lady Eve
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16305,sullivan successful spoiled naive director fluff films heartogold decides wants make film troubles downtrodden poor much chagrin producers sets tramps clothing single dime pocket experience poverty firsthand gets reality shock ,Sullivan's Travels
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",32255,gerry tom jeffers finding married life hard tom inventor architect little money live thrown apartment gerry meets rich businessman shown around prospective tenant gives gerry 700 start life afresh tom refuses believe story quarrel gerry decides marriage heads palm beach quick divorce tom plans stop ,The Palm Beach Story
"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",48797,new patient mysteriously appears psychiatric ward claims come another planet study humans behavior alien gentle criticizes humans harsh treatment assigned psychiatrist unhappy affected patients insight ordered treat patient according institutional procedure ,Man Facing Southeast
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",19997,rose loomis older gloomier husband george vacationing cabin niagara falls ny couple befriend polly ray cutler honeymooning area polly begins suspect something amiss rose george suspicions grow sees rose arms another man ray initially thinks polly overreacting things george rose soon take shockingly dark turn ,Niagara
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",3767,arrived argentina smalltime crooked gambler johnny farrell saved gunman sinister ballin mundson later makes johnny righthand man friendship based mutual lack scruples strained mundson returns trip wife supremely desirable gilda johnny knew learned hate relationship johnny gilda battlefield warring emotions becomes even bizarre mundson disappears ,Gilda
"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",17352,girl little rock find happiness mature french planter got know one enchanted evening away military hospital nurse wash man hair bloody mary philosopher island hard believe could mother liat captured heart lt joseph cable usmc waiting action war south pacific sailors nurses put musical comedy show war gets closer saga nellie forbush emile de becque becomes serious drama ,South Pacific
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",535,popular 1980s dance movie depicts life exotic dancer side job welder true desire get ballet school dream professional dancer chance film great soundtrack oscar winning song ,Flashdance
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2731,story starts 1930s one largest rubbertree plantations indochine vietnam plantation owned french colonist eliane proud woman lives father native adoptive daughter camille doesnt husband man life apart father gets know young officer jeanbaptiste want buy painting auction short affair refuses see meantime camille fallen love jeanbaptiste eliane knows makes sure hes sent one desolate outposts remote island making sure two never see camille choice marry man promised meantime starts search find man really loves ,Indochine
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1654,12 american military prisoners world war ii ordered infiltrate wellguarded enemy château kill nazi officers vacationing soldiers facing death sentences variety violent crimes agree mission possible commuting sentences ,The Dirty Dozen
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",31043,betty crush tennis coach mike keeps promising call never  doesnt know hes little dealer failed deal someone elses district disappear three months contacts betty waits vain  hes killed meet tries find happened asks around among friends leads right drug scenery ,Mike's Murder
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",14831,beatles film obscure asian cult believes human sacrifice chasing ringo accidentally put victims ceremonial ring pursued cult pair mad scientists member side cult longer believes human sacrifice london police trying help ,Help!
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",658,special agent 007 sean connery comes face face one notorious villains time must outwit outgun powerful tycoon prevent cashing devious scheme raid fort knox  obliterate worlds economy ,Goldfinger
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",657,agent 007 back second installment james bond series time battling secret crime organization known spectre russians rosa klebb kronsteen snatch decoding device known lektor using ravishing tatiana lure bond helping bond willingly travels meet tatiana istanbul must rely wits escape life series deadly encounters enemy ,From Russia with Love
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",646,film launched james bond saga agent 007 battles mysterious dr scientific genius bent destroying us space program countdown disaster begins bond must go jamaica encounters beautiful honey ryder confront megalomaniacal villain massive island headquarters ,Dr. No
"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",5689,two small children ships cook survive shipwreck find safety idyllic tropical island soon however cook dies young boy girl left days become years emmeline brooke shields richard christopher atkins make home surrounded exotic creatures natures beauty ever see civilization ,The Blue Lagoon
"[{'id': 37, 'name': 'Western'}]",391,man name enters mexican village san miguel midst power struggle among three rojo brothers sheriff john baxter regiment mexican soldiers bearing gold intended pay new weapons waylaid rojo brothers stranger inserts middle longsimmering battle selling false information sides benefit ,A Fistful of Dollars
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8052,stranger mentors young reno gambler weds hooker befriends vulgar casino regular ,Hard Eight
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",772,instead flying florida folks kevin ends alone new york gets hotel room dads credit carddespite problems clerk meddling bellboy kevin runs old nemeses wet bandits hes determined foil plans rob toy store christmas eve ,Home Alone 2: Lost in New York
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",65448,hitchhiker named martel gordone gets fight two bikers prostitute one bikers killed gordone arrested sent prison joins prisons boxing team effort secure early parole establish dominance prisons toughest gang ,Penitentiary
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",65452,excon parole trying straighten life decides resume boxing career one prison enemies escapes kills girlfriend ,Penitentiary II
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",31650,queens mike keegan celebrating wife ellie son tommy friends recent promotion detective precinct manhattan meanwhile fancy club socialite claire gregory witnesses murder owner place powerful mobster joey venza mike assigned protect night shift apartment manhattan venza threatens claire contact mike claire gets closer conflicts dividing love family heat passion claire fascination world ,Someone to Watch Over Me
"[{'id': 18, 'name': 'Drama'}]",73575,evil mrgrimes keeps ragtag bunch orphans farm deep swamp us south forces work garden treats like slaves watched eldest molly gang league mr grimes kidnaps doris beautiful little daughter rich man hides grimes farm awaiting ransom police close mr grimes threatens throw doris bottomless mire molly must lead little flock alligatorinfested swamp ,Sparrows
"[{'id': 18, 'name': 'Drama'}]",302579,naturally native follows lives loves pain joy relationships three sisters attempt start business american indian ancestry adopted white foster parents young children sister identity issues chosen different career path dedicated starting native cosmetic business attempt overcome obstacles business world home touching love story family culture naturally native also interweaves subtle strong wakeup call regarding treatment native people corporate america naturally native also provides insight tribal infrastructure gaming issues ,Naturally Native
"[{'id': 18, 'name': 'Drama'}]",550,tickingtimebomb insomniac slippery soap salesman channel primal male aggression shocking new form therapy concept catches underground fight clubs forming every town eccentric gets way ignites outofcontrol spiral toward oblivion ,Fight Club
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",97537,thom fitzgeralds hanging garden provocative blending fiction documentary tells story bob mizer pioneering founder athletic model guild company produced still photographs short films extolling beauty chiseled physiques men fiction story follows photographer enterprising businessman mizer teamed mother 1945 film beefy starwannabes around sundrenched pool neil naive rightoffthebus teen lured using handsome looks become model wideeyed neil soon learns world sex prostitution police raid ensuing criminal trial soon threaten mens worlds interspersed story rare archival footage interviews former coworkers customers models ,Beefcake
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12220,ben katie jordan married couple go hard times fifteen years marriage ,The Story of Us
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1610,romantic comedy man woman football team based nick hornbys best selling autobiographical novel fever pitch english teacher paul ashworth believes long standing obsession arsenal serves well meets sarah relationship develops tandem arsenals roller coaster fortunes football league leading nail biting climax ,Fever Pitch
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",53151,destitute 14 year old struggles keep life together despite harsh abuse mothers hands harsher abuse fathers growing separation slightly older brother petty thefts food grow major takes steals cash box diner works although joe uses money pay fathers debts replace mothers records father smashed fit temper joe gets thanks ,Joe the King
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",42881,portrait effects schizophrenia family life central focus ,Julien Donkey-Boy
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",29064,spiritual thriller ancient prophecy fulfilled secret code brings world edge apocalypse gillen lane casper van dien expert theology mythology gained international fame motivational speaker ,The Omega Code
"[{'id': 18, 'name': 'Drama'}]",404,straight story chronicles trip made 73yearold alvin straight laurens iowa mt zion wisconsin 1994 riding lawn mower man undertook strange journey mend relationship ill estranged 75yearold brother lyle ,The Straight Story
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",42196,young rhoda penmark sweet smart  inherently evil school chum dies picnic one suspects rhoda except janitor apartment building rhodas mother finds mother coldblooded killer begins suspect rhoda might victim faulty genetics ,The Bad Seed
"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",36819,young history buff kevin scarcely believe six dwarfs emerge closet one night former employees supreme theyve purloined map charting holes fabric time using steal treasures different historical eras taking kevin variously drop napoleon robin hood king agamemnon supreme catches ,Time Bandits
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",42726,man woman meet accident sunday evening childrens boarding school slowly reveal finding widow ,A Man and a Woman
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",9343,story brian sweeney fitzgerald extremely determined man intends build opera house middle jungle ,Fitzcarraldo
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",16858,bob fosses semiautobiographical film celebrates show business stripped glitz giddy illusions joe gideon roy scheider top heap one successful directors choreographers musical theatre feel world slowly collapsing around himhis obsession work almost destroyed personal life bottles pills keep going ,All That Jazz
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",42006,old leper owned remote sorghum winery dies jiuer wife bought leper lover identified grandpa narrator take winery set idealized quasimatriarchal community headed jiuer japanese invaders subject area rule cut sorghum make way road community rises resists sorghum grows anew ,Red Sorghum
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11562,ophthalmologists mistress threatens reveal affair wife married documentary filmmaker infatuated another woman ,Crimes and Misdemeanors
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10496,genetically mutated bats escape bat expert local sheriff stop ,Bats
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",16162,harper writer whos explode mainstream leaves behind girlfriend robin heads new york city serve best man friend lances wedding reunites rest college circle ,The Best Man
"[{'id': 18, 'name': 'Drama'}]",8649,48 hours life burntout paramedic called father frank efforts rescue lives frank sees ghosts failed save around every turn tried everything get fired calling sick delaying taking calls might face one victim couldnt help yet cannot quit job ,Bringing Out the Dead
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",31306,abused wife heads california become movie star nephew back alabama deal raciallymotivated murder involving corrupt sheriff ,Crazy in Alabama
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",10563,oscar peter land careermaking opportunity chicago tycoon chooses compete design cultural center tycoon mistakenly believes oscar gay spy mistress amy oscar goes along ends falling love amy ,Three to Tango
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14484,los angeles club scene place boozefueled decadence debauchery night full possibilities eight 20somethings take clubs seeking good times companionship maybe little sex harsh light morning worlds thrown spin confusion hungover sara accuses hardpartying mike date rape loyalties tested among forced take sides ,Body Shots
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",214735,young man wants female impersonator gets mocked first performance fierce older woman finds lives goes house expecting apology instead locks shed rapes makes fall soon even darker side reveals believes attracted beautiful visiting cousin ,Men Cry Bullets
"[{'id': 99, 'name': 'Documentary'}]",94857,nostalgic look back great depression contemporary archival footage film clips picturing james cagney american everyman ,Brother Can You Spare A Dime
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",32043,idyllic lives phil kate seem complete select winsome young camilla livein nanny newborn child lovely young camilla appears ,The Guardian
"[{'id': 53, 'name': 'Thriller'}]",15247,espionage thriller represents landmark spy movies introducing sly dry intelligence agent harry palmer story centers palmers investigation british intelligence security hes soon enmeshed world doubledealing kidnap murder finds traitor operating heart secret service mysterious ipcress file reveal traitor ,The Ipcress File
"[{'id': 99, 'name': 'Documentary'}]",29251,documentary motorcycle racing featuring stars sport including film star steve mcqueen racer right ,On Any Sunday
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5548,violent nearapocalyptic detroit evil corporation omni consumer products wins contract city government privatize police force test crimeeradicating cyborgs company leads street cop alex murphy armed confrontation crime lord boddicker use body support untested robocop prototype robocop learns companys nefarious plans turns masters ,RoboCop
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5549,successful deployment robocop law enforcement unit ocp sees goal urban pacification come closer closer develops new narcotic known nuke invades streets led goddelirious leader cane menace grows may prove much murphy handle ocp tries replicate success first unit ends failed prototypes suicidal issues dr faxx scientist straying away ocps path uses cane new subject robocop 2 project living god ,RoboCop 2
"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",856,toon star roger worried wife jessica playing pattycake someone else studio hires detective eddie valiant snoop stakes quickly raised marvin acme found dead roger prime suspect ,Who Framed Roger Rabbit
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",38772,story hardluck melvin dummar claimed received naming heir fortune howard hughes ,Melvin and Howard
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",699,british spy ship sunk board hitech encryption device james bond sent find device holds british launching instructions enemy soviets get first ,For Your Eyes Only
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",709,james bond american colleague felix leiter arrest drug lord sanchez succeeds escaping takes revenge felix wife bond knows one thing revenge ,Licence to Kill
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",253,james bond must investigate mysterious murder case british agent new orleans soon finds gangster boss named mr big ,Live and Let Die
"[{'id': 27, 'name': 'Horror'}]",13511,ireland never rawhead rex particularly nasty demon released underground prison unwitting farmer film follows rexs cross country rampage man struggles stop ,Rawhead Rex
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",660,criminal organization obtained two nuclear bombs asking 100 million pound ransom form diamonds seven days use weapons secret service sends james bond bahamas save world ,Thunderball
"[{'id': 18, 'name': 'Drama'}]",46798,stories four hispanic immigrants living new york city ,The City
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11377,remake 1959 film name millionaire offers group diverse people 1000000 spend night haunted house horrifying past ,House on Haunted Hill
"[{'id': 18, 'name': 'Drama'}]",26149,story schoolteachers struggle teach violin innercity harlem kids ,Music of the Heart
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",492,spike jonzes debut feature film love story mix comedy fantasy story unsuccessful puppeteer named craig one day work finds portal head actor john malkovich portal soon becomes passion anybody enters mad controlling world overtaking another human body ,Being John Malkovich
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",108346,set rural england 1950s eva samantha morton fantasises handsome worldly cousin joseph lees rupert graves fell love girl however stuck closed community becomes object someone elses fantasy harry lee ross harry learns eva planning leave village order live look injured lees devises gruesome scheme order force stay look ,Dreaming of Joseph Lees
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",98480,fantasycomedy young man lives 1928 encounters modernday women modernday criminals ,Man Of The Century
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",128,ashitaka prince disappearing ainu tribe cursed demonized boar god must journey west find cure along way encounters san young human woman fighting protect forest lady eboshi trying destroy ashitaka must find way bring balance conflict ,Princess Mononoke
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",46286,80s onehit wonder band named suburbans reform special performance one exmembers wedding wedding young record company talent scout happens audience decides give 40ish performers comeback push film attempts take satirical look music business 90s compare simpler 80s scene ,The Suburbans
"[{'id': 99, 'name': 'Documentary'}]",8672,look tumultuous yet productive relationship german director werner herzog actor klaus kinski ,My Best Fiend
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",8056,1941 inhabitants small jewish village central europe organize fake deportation train escape nazis flee palestine ,Train of Life
"[{'id': 35, 'name': 'Comedy'}]",2020,jimmie seeing single friends get married one one isnt worried girlfriend anne catches bouquet friend marcos wedding suddenly wild mustang days numbered finally decides propose sticks foot mouth botches proposal insulted defeatist proposal anne leaves town assignment shes gone finds recentlydeceased grandfathers stipulates gets nothing multimillion dollar fortune unless hes married 605pm 30th birthday tomorrow able find anne jimmie begins backtracking past girlfriends find wife ,The Bachelor
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9481,rookie cop amelia donaghy reluctantly teams lincoln rhyme  formerly departments top homicide detective paralyzed result spinal injury  catch grisly serial killer dubbed bone collector murderers special signature leave tantalizing clues based grim remains crimes ,The Bone Collector
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9008,tells true story 60 minutes television series exposé tobacco industry seen eyes real tobacco executive jeffrey wigand ,The Insider
"[{'id': 99, 'name': 'Documentary'}]",14242,american movie story filmmaker mark borchardt mission dream spanning two years intense struggle film family financial decline spiritual crisis american movie portrayal ambition obsession excess one mans quest american dream ,American Movie
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",16129,various citizens toronto anxiously await end world occurring stroke midnight new years day widower patrick wheeler braces fate meets sandra wife businessman intent committing suicide meanwhile patricks friend craig decides much sex still time ,Last Night
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",104103,ada lise costume designers first around 20 around 30 working hard break also jobs movies lise meets producer alphonse nearly 20 years older unhappy girlfriend secret relationship evolves ada problems well shes one also young emma nina well yves guido  enough people get complicated relationship entanglements ,Portraits Chinois
"[{'id': 18, 'name': 'Drama'}]",11489,young impulsive rosetta lives alcoholic mother moved despair anything maintain job ,Rosetta
"[{'id': 18, 'name': 'Drama'}]",28145,desperate characters stake fortune depressionera dance marathon ,"They Shoot Horses, Don't They?"
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",51371,alfreds father feels son grown comfortably result become man remedy predicament sends son alfred hunting trip trip midst many follies brought inexperience outdoors meets young mountain girl falls love alfreds butler accompanied outing sent arrange marriage girls father thinks alfred weak become member family attempt change fathers mind butler tells girls father brother alfred actually alfred battling butler professional boxer deception works wedding arranged comic mischief ensues alfred butler attempt make newly fabricated story seem plausible family new bride ,Battling Butler
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",18111,herbert west revives dead time brings dans exgirlfriends heart back inside perfect body dr hill returns evil nemesis lost head ,Bride of Re-Animator
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",31361,excon joe braxton violates probation given second chance drive group special kids across country could possibly go wrong ,Bustin' Loose
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",11223,young woman doctor discovers something sinister going hospital relatively healthy patients complications simple operations ending comas patients shipped institute looks young doctor suspects meets eye ,Coma
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",16281,inspired ec comics 1950s george aromero stephen king bring five tales terror screen ,Creepshow
"[{'id': 27, 'name': 'Horror'}]",16288,ec comicsinspired weirdness returns three tales first wooden statue native american comes lifeto exact vengeance murderer elderly owners second four teens stranded raft lake blob hungry third hit run woman terrorized hitchhiker accidentally killedor really kill ,Creepshow 2
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1694,dedicated student medical college girlfriend become involved bizarre experiments centering around reanimation dead tissue odd new student arrives campus ,Re-Animator
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",476,bob friends dianne rick nadine drug addicts years live one high next gus van sant attempts show intimate look lives heroin addicts film drugstore cowboy ,Drugstore Cowboy
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",37094,day daughters birthday william dfens foster trying get home estranged exwife see daughter car breaks leaves car traffic jam los angeles decides walk goes convenience store tries get change phone call korean owner oblige tipping foster edge unstable foster frustrated various flaws sees society begins psychotically violently lash ,Falling Down
"[{'id': 27, 'name': 'Horror'}]",13555,rebellious teen amy elizabeth berridge defies parents going trashy carnival pulled town tow boyfriend buzz cooper huckabee friends liz largo woodruff richie miles chapin thinking would fun spend night campy funhouse horror ride teens witness murder deformed worker wearing mask locked amy friends must evade murderous carnival workers escape leaves town next day ,The Funhouse
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",961,americas civil war union spies steal engineer johnnie grays buster keatons beloved locomotive general singlehandedly must power get back released throughout world 1927 silent comedyaction film flopped originally released regarded one great american motion pictures story based actual historic events ,The General
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",73969,joe merrill son millionaire owner chain 5 10 cent stores poses joe grant takes job stockroom one fathers stores prove success without fathers influence meets stockroom girl maggie johnson fall love causes problems mrs merrill planned son marry millicent rogers high society girl ,My Best Girl
"[{'id': 27, 'name': 'Horror'}]",24831,flesheating piranhas accidently released summer resorts rivers guests become next meal ,Piranha
